HPC_index,name,metal_smiles,organ_smiles,topo,LCD,PLD,VF,GSA,VSA,C2H4_100,C2H6_100
8690,hMOF-6004229,[V],"['O=C([O-])c1cc(Br)c(-c2nnc(-c3cc(Br)c(C(=O)[O-])c(Br)c3Br)nn2)c(Br)c1', 'O=C([O-])c1[c]cc(-c2nnc(-c3ccc(C(=O)[O-])cc3)nn2)c[c]1']",rna,10.95647,10.53926,0.733881,2176.310679,1962.614958,23.77557336,1.309408326
8691,hMOF-6004233,[V],"['Nc1cc(-c2nnc(-c3c(N)cc(C(=O)[O-])c(N)c3N)nn2)c(N)cc1C(=O)[O-]', 'Nc1[c]c(-c2cc(N)c(C(=O)[O-])c(N)c2N)cc(N)c1C(=O)[O-]']",rna,11.50665,10.4308,0.737691,2048.987109,1536.864485,74.58156571,7.862936401
8692,hMOF-6004234,[V],"['O=C([O-])c1ccc(-c2nnc(-c3ccc(C(=O)[O-])cc3)nn2)cc1', 'O=C([O-])c1ccc(C2=NN[C](c3c(-c4[c]cccc4)cc(C(=O)[O-])c(-c4ccccc4)c3-c3[c]cccc3)N[N]2)cc1']",rna,9.77852,8.34177,0.625905,2969.336823,2023.844941,35.92207742,2.018133482
8693,hMOF-6004239,[V],"['N#Cc1c(C(=O)[O-])ccc(-c2ccc(C(=O)[O-])cc2)c1C#N', 'N#Cc1cc(C(=O)[O-])ccc1-c1nnc(-c2ccc(C(=O)[O-])c(C#N)c2C#N)nn1']",rna,11.4655,10.69681,0.758575,2213.984051,1583.120809,67.19462162,6.461641051
8694,hMOF-6004240,[V],"['COc1cc(-c2nnc(-c3c(OC)cc(C(=O)[O-])c(OC)c3OC)nn2)c(OC)c([O])c1C(=O)[O-]', 'COc1cc(-c2nnc(-c3cc(OC)c(C(=O)[O-])c(OC)c3OC)nn2)ccc1C(=O)[O-]']",rna,13.36232,12.93528,0.645041,2050.984812,1498.253517,18.0971662,0.816086646
8695,hMOF-6004243,[V],"['O=C([O-])c1cc(F)c(-c2nnc(-c3cc(F)c(C(=O)[O-])c(F)c3F)nn2)cc1F', 'O=C([O-])c1c(F)cc(-c2nnc(-c3cc(F)c(C(=O)[O-])c(F)c3F)nn2)c(F)c1F']",rna,14.7054,14.23536,0.771251,2322.240615,1534.830104,39.49129689,3.033148296
8696,hMOF-6004245,[V],"['O=C([O-])c1c(F)cc(-c2nnc(-c3cc(F)c(C(=O)[O-])c(F)c3F)nn2)cc1F', 'O=C([O-])c1cc(F)c(-c2ccc(-c3ccc(C(=O)[O-])c(F)c3F)cc2F)cc1F']",rna,12.16236,11.71309,0.717664,2728.292099,1753.360331,22.78726588,1.15352159
8697,hMOF-6004249,[V],"['O=C([O-])c1[c]cc(-c2ccc(-c3c[c]c(C(=O)[O-])[c]c3Br)c(Br)c2)c[c]1', 'O=C([O-])c1c[c]c(-c2nnc(-c3ccc(C(=O)[O-])cc3Br)nn2)cc1']",rna,14.09512,12.64099,0.786418,1664.079531,1577.205199,52.09911724,5.410740592
8698,hMOF-6004250,[V],"['O=C([O-])c1[c]cc(-c2nnc(-c3[c]cc(C(=O)[O-])c(Br)[c]3)nn2)c(Br)[c]1', 'O=C([O-])c1ccc(-c2ccc(-c3c(Br)cc(C(=O)[O-])c(Br)c3Br)c(Br)c2)c(Br)c1']",rna,10.98921,10.57532,0.744489,1563.277187,1731.864575,39.07848238,3.304916192
8699,hMOF-6004251,[V],"['O=C([O-])c1[c][c]c(-c2nnc(-c3ccc(C(=O)[O-])c(Br)c3)nn2)[c]c1', 'O=C([O-])c1c[c]c(-c2ccc(-c3ccc(C(=O)[O-])c(Br)c3Br)cc2Br)[c]c1']",rna,12.98033,12.05973,0.793617,1566.928457,1568.722369,53.50484299,5.570151791
8700,hMOF-6004252,[V],"['Cc1cc(C(=O)[O-])ccc1-c1nnc(-c2ccc(C(=O)[O-])c(C)c2C)nn1', 'Cc1cc(C(=O)[O-])ccc1-c1cc(C)c(-c2ccc(C(=O)[O-])cc2C)c(C)c1']",rna,13.73715,12.93448,0.74527,2735.938759,1607.051022,62.85933562,5.765586572
8701,hMOF-6004253,[V],"['Cc1cc(-c2nnc(-c3c(C)cc(C(=O)[O-])c(C)c3C)nn2)c(C)c(C)c1C(=O)[O-]', 'Cc1cc(-c2nnc(-c3ccc(C(=O)[O-])c(C)c3C)nn2)c(C)cc1C(=O)[O-]']",rna,11.91088,11.26374,0.691466,2668.713584,1659.31424,30.43665832,1.636631447
8702,hMOF-6004254,[V],"['Cc1cc(-c2nnc(-c3cc(C)c(C(=O)[O-])cc3C)nn2)ccc1C(=O)[O-]', 'Cc1cc(-c2c[c]c(-c3c(C)cc(C(=O)[O-])c(C)c3C)c(C)c2C)c(C)cc1C(=O)[O-]']",rna,11.76631,11.16423,0.67493,2450.785092,1532.571666,35.29141404,2.195137618
8703,hMOF-6004256,[V],"['Nc1cc(C(=O)[O-])ccc1-c1ccc(-c2cc(N)c(C(=O)[O-])c(N)c2N)cc1N', 'Nc1cc(-c2nnc(-c3c(N)cc(C(=O)[O-])cc3N)nn2)c(N)cc1C(=O)[O-]']",rna,13.92068,13.02578,0.748759,2538.843937,1554.709562,57.44483626,5.182072727
8704,hMOF-6004257,[V],"['Nc1cc(C(=O)[O-])ccc1-c1nnc(-c2c(N)cc(C(=O)[O-])cc2N)nn1', 'Nc1cc(-c2nnc(-c3c(N)cc(C(=O)[O-])cc3N)nn2)ccc1C(=O)[O-]']",rna,12.44484,11.86949,0.716839,3189.650348,1874.363354,26.51848939,1.355113079
8705,hMOF-6004258,[V],"['O=C([O-])c1ccc(-c2ccc(-c3cc(O)c(C(=O)[O-])cc3O)c(O)c2O)cc1O', '[O]c1cc(-c2nnc(-c3c(O)cc(C(=O)[O-])c(O)c3O)nn2)c(O)[c]c1C(=O)[O-]']",rna,13.79205,12.76251,0.752442,2445.009649,1564.806329,53.48516181,4.751417749
8706,hMOF-6004259,[V],"['O=C([O-])c1cc(O)c(-c2ccc(-c3cc(O)c(C(=O)[O-])c(O)c3O)c(O)c2)c(O)c1O', '[O]c1cc(-c2nnc(-c3ccc(C(=O)[O-])cc3O)nn2)c(O)[c]c1C(=O)[O-]']",rna,14.38038,12.9553,0.746727,2422.946185,1550.685711,48.76845349,4.30981609
8707,hMOF-6004260,[V],"['O=C([O-])c1ccc(-c2nnc(-c3cc(O)c(C(=O)[O-])c(O)c3O)nn2)c(O)c1', 'O=C([O-])c1ccc(-c2nnc(-c3[c]cc(C(=O)[O-])c(O)c3O)nn2)c(O)c1']",rna,14.7054,14.23536,0.771508,2472.695041,1516.779312,48.32659959,3.806544038
8708,hMOF-6004262,[V],"['N=Nc1cc(C(=O)[O-])c(N=N)c(N=N)c1-c1nnc(-c2ccc(C(=O)[O-])c3c2=NNNN=3)nn1', 'N=Nc1cc(-c2cc(N=N)c(-c3ccc(C(=O)[O-])cc3N=N)cc2N=N)c(N=N)cc1C(=O)[O-]']",rna,9.96172,9.0854,0.608361,2556.823807,1816.464934,23.06091245,1.105409027
8709,hMOF-6004266,[V],"['O=C([O-])c1[c]cc(C(=O)[O-])c2c1[CH]C2(F)F', 'O=C([O-])c1ccc(-c2nnc(-c3cc(F)c(C(=O)[O-])cc3F)nn2)c(F)c1']",rna,7.71188,6.94088,0.648644,1830.736664,1734.314708,56.08023874,5.69241523
8710,hMOF-6004267,[V],"['O=C([O-])c1[c]cc(C(=O)[O-])c2c1C(F)C2(F)F', 'O=C([O-])c1ccc(-c2nnc(-c3cc(F)c(C(=O)[O-])cc3F)nn2)c(F)c1']",rna,7.71543,7.0655,0.648566,1825.326595,1729.18958,58.64896127,6.051078494
8711,hMOF-6004268,[V],"['O=C([O-])c1ccc(-c2nnc(-c3cc(F)c(C(=O)[O-])cc3F)nn2)cc1', 'O=C([O-])c1ccc(-c2nnc(-c3c(F)cc(C(=O)[O-])c(F)c3F)nn2)cc1F']",rna,12.81012,12.32853,0.737893,3181.739089,1908.330937,22.02094138,1.012220749
8712,hMOF-6004270,[V],"['O=C([O-])c1ccc(-c2nnc(-c3c(F)c(F)c(C(=O)[O-])c(F)c3F)nn2)cc1F', 'O=C([O-])c1cc(F)c(C(=O)[O-])c2c1C(F)C2F']",rna,6.00613,5.04128,0.539861,1993.255251,1932.385994,22.17490109,1.179749833
8713,hMOF-6004271,[V],"['O=C([O-])c1[c]cc(C(=O)[O-])c2c1C[CH]2', 'O=C([O-])c1ccc(-c2nnc(-c3ccc(C(=O)[O-])c(Cl)c3)nn2)cc1']",rna,7.71543,6.98646,0.666781,1902.305791,1749.241329,65.44786,7.156491789
8714,hMOF-6004272,[V],"['O=C([O-])c1[c]cc(C(=O)[O-])c2c1[CH]C2', 'O=C([O-])c1ccc(-c2nnc(-c3cc(Cl)c(C(=O)[O-])cc3Cl)nn2)cc1Cl']",rna,7.71543,6.77821,0.679266,1709.096131,1716.390477,71.46658382,8.050184588
8715,hMOF-6004273,[V],"['O=C([O-])c1[c]cc(C(=O)[O-])c2c1C(Br)C2Br', 'O=C([O-])c1ccc(-c2nnc(-c3[c]cc(C(=O)[O-])c(Br)[c]3)nn2)c(Br)c1']",rna,7.48448,6.79545,0.687584,1141.843672,1680.449224,66.05763706,8.047016417
8716,hMOF-6004276,[V],"['O=C([O-])c1ccc(C(=O)[O-])c2c1CC2Br', 'O=C([O-])c1[c]cc(-c2nnc(-c3ccc(C(=O)[O-])c(Br)c3Br)nn2)c[c]1']",rna,7.71188,6.67436,0.673791,1334.937692,1705.549564,57.94460715,6.651226427
8717,hMOF-6004278,[V],"['CCc1cc(-c2nnc(-c3ccc(C(=O)[O-])c(CC)c3CC)nn2)ccc1C(=O)[O-]', 'CCC1c2c(C(=O)[O-])ccc(C(=O)[O-])c2C1CC']",rna,7.91509,6.39749,0.600393,1613.652708,1557.110684,77.20669071,9.39760037
8718,hMOF-6004281,[V],"['CCCc1cc(C(=O)[O-])c2c(c1C(=O)[O-])CC2', 'CCCc1cc(-c2nnc(-c3c(CCC)c(CCC)c(C(=O)[O-])c(CCC)c3CCC)nn2)c(CCC)cc1C(=O)[O-]']",rna,4.41243,2.88647,0.30965,61.458601,70.968301,31.58745395,0.87532236
8719,hMOF-6004286,[V],"['O=C([O-])c1cc(O)c(-c2nnc(-c3c(O)cc(C(=O)[O-])c(O)c3O)nn2)cc1O', 'O=C([O-])c1[c]c(O)c(C(=O)[O-])c2c1[CH]C2']",rna,7.71198,6.98918,0.675317,1833.105841,1741.223676,78.49613203,8.800247981
8720,hMOF-6004287,[V],['N#Cc1cc(-c2nnc(-c3cc(C#N)c(C(=O)[O-])cc3C#N)nn2)c(C#N)cc1C(=O)[O-]'],rna,15.11024,14.4932,0.783742,2235.256603,1480.655589,62.39711254,5.924129984
8721,hMOF-6004305,[V],"['CCc1cc(C(=O)[O-])ccc1-c1nnc(-c2ccc(C(=O)[O-])cc2)nn1', 'O=C([O-])C#CC(=O)[O-]']",rna,6.45111,5.61646,0.675944,2454.753989,2112.610971,101.9601848,12.54841268
8722,hMOF-6004326,[V],"['COc1cc(-c2nnc(-c3cc(OC)c(C(=O)[O-])c(OC)c3OC)nn2)c(OC)cc1C(=O)[O-]', 'O=C([O-])C#CC(=O)[O-]']",rna,6.20713,4.74901,0.551586,1585.633269,1644.97081,96.15191521,10.78502392
8723,hMOF-6004330,[V],"['O=C([O-])C#Cc1ccc(C#CC(=O)[O-])cc1', 'O=C([O-])c1ccc(C2=N[N]C(c3ccc(C(=O)[O-])cc3)=N[N]2)cc1']",rna,12.64528,11.5498,0.762914,3127.208015,1689.025839,32.18268114,1.763129293
8724,hMOF-6004331,[V],"['O=C([O-])C#Cc1ccc(C#CC(=O)[O-])c(F)c1', 'O=C([O-])c1ccc(C2=N[N]C(c3ccc(C(=O)[O-])c(F)c3F)=N[N]2)cc1F']",rna,12.45981,11.62841,0.764555,2799.54024,1675.33251,34.09206913,2.11802308
8725,hMOF-6004332,[V],"['O=C([O-])C#Cc1cc(F)c(C#CC(=O)[O-])cc1F', 'O=C([O-])c1ccc(C2=N[N]C(c3ccc(C(=O)[O-])c(F)c3F)=N[N]2)c(F)c1F']",rna,10.19418,9.60454,0.709067,3297.222361,2069.35421,18.1156371,0.650641275
8726,hMOF-6004333,[V],"['O=C([O-])C#Cc1ccc(C#CC(=O)[O-])c(F)c1', 'O=C([O-])c1ccc(C2=N[N]C(c3c(F)cc(C(=O)[O-])c(F)c3F)=N[N]2)c(F)c1']",rna,12.45981,11.62841,0.763019,2721.760566,1668.478109,32.94688252,2.090144011
8727,hMOF-6004334,[V],"['O=C([O-])C#Cc1ccc(C#CC(=O)[O-])c(Cl)c1', 'O=C([O-])c1c[c]c(C2=N[N]C(c3ccc(C(=O)[O-])c(Cl)c3)=N[N]2)[c]c1Cl']",rna,11.37241,10.87152,0.772807,3276.38663,2226.949516,51.26459441,4.24217292
8728,hMOF-6004335,[V],"['O=C([O-])c1c[c]c(C2=N[N]C(c3[c]cc(C(=O)[O-])c(Cl)[c]3)=N[N]2)[c]c1', 'O=C([O-])C#Cc1ccc(C#CC(=O)[O-])c(Cl)c1']",rna,11.80332,11.44232,0.775965,3049.009696,2157.532597,48.8148948,3.723033269
8729,hMOF-6004336,[V],"['O=C([O-])C#Cc1ccc(C#CC(=O)[O-])c(Cl)c1', 'O=C([O-])c1[c]cc(C2=N[N]C(c3ccc(C(=O)[O-])c(Cl)c3)=N[N]2)c(Cl)[c]1']",rna,12.45981,11.62841,0.77795,2422.052594,1646.279747,47.97301572,3.711995279
8730,hMOF-6004337,[V],"['O=C([O-])c1[c]cc(C2=N[N]C(c3ccc(C(=O)[O-])cc3Br)=N[N]2)c[c]1', 'O=C([O-])C#Cc1[c]c(Br)c(C#CC(=O)[O-])cc1']",rna,12.45981,11.6283,0.780541,1905.200312,1638.208038,41.06562082,3.450093482
8731,hMOF-6004338,[V],"['O=C([O-])c1c[c]c(C2=N[N]C(c3ccc(C(=O)[O-])c(Br)c3)=N[N]2)[c]c1Br', 'O=C([O-])C#Cc1cc(Br)c(C#CC(=O)[O-])c(Br)c1']",rna,11.0889,10.59652,0.769473,2422.096003,2237.540539,41.72309096,3.363674991
8732,hMOF-6004339,[V],"['O=C([O-])c1c[c]c(C2=N[N]C(c3ccc(C(=O)[O-])cc3Br)=N[N]2)[c]c1', 'O=C([O-])C#Cc1[c]cc(C#CC(=O)[O-])c(Br)[c]1']",rna,12.45981,11.62841,0.790143,1766.951556,1632.334054,46.10281337,4.127001199
8733,hMOF-6004341,[V],"['Cc1cc(C(=O)[O-])ccc1-c1nnc(-c2ccc(C(=O)[O-])c(C)c2C)nn1', 'Cc1cc(-c2nnc(-c3ccc(C(=O)[O-])cc3)nn2)c(C)cc1C(=O)[O-]']",rna,14.66856,14.17058,0.760035,2636.909158,1513.794492,50.04672311,4.029607755
8734,hMOF-6004343,[V],"['Nc1cc(C#CC(=O)[O-])ccc1C#CC(=O)[O-]', 'Nc1cc(C2=N[N]C(c3cc(N)c(C(=O)[O-])cc3N)=N[N]2)c(N)cc1C(=O)[O-]']",rna,11.77468,11.23593,0.737734,3513.712399,2111.553758,37.62193217,2.256425945
8735,hMOF-6004344,[V],"['O=C([O-])C#Cc1cc(O)c(C#CC(=O)[O-])cc1O', 'O=C([O-])c1ccc(C2=N[N]C(c3cc(O)c(C(=O)[O-])c(O)c3O)=N[N]2)c(O)c1O']",rna,12.45985,11.66348,0.755968,2578.845802,1626.930128,37.90218824,2.556253321
8736,hMOF-6004345,[V],"['N#Cc1cc(C#CC(=O)[O-])cc(C#N)c1C#CC(=O)[O-]', 'N#Cc1cc(C2=N[N]C(c3ccc(C(=O)[O-])cc3C#N)=N[N]2)ccc1C(=O)[O-]']",rna,11.05442,10.49926,0.735891,3657.272867,2271.834888,39.50084332,2.439297473
8737,hMOF-6004349,[V],"['CCCOc1c(C#CC(=O)[O-])ccc(C#CC(=O)[O-])c1[O]', 'CCCOc1cc(C2=N[N]C(c3ccc(C(=O)[O-])c([O])c3OCCC)=N[N]2)c(OCCC)cc1C(=O)[O-]']",rna,6.66746,5.73035,0.507905,1671.436284,1374.857162,36.95025133,2.003071574
8738,hMOF-6004361,[V],"['O=C([O-])c1[c]cc(-c2nnc(-c3[c]cc(C(=O)[O-])c(Cl)[c]3)nn2)c(Cl)[c]1', 'O=C([O-])c1[c]cc(C#Cc2ccc(C(=O)[O-])c(Cl)c2)c(Cl)[c]1']",rna,13.71536,13.05164,0.796564,1915.693723,1501.243497,67.41696702,6.713371464
8739,hMOF-6004362,[V],"['O=C([O-])c1[c][c]c(C#Cc2ccc(C(=O)[O-])c(Cl)c2)c[c]1', 'O=C([O-])c1[c]cc(C2=NN=C(c3[c]cc(C(=O)[O-])c(Cl)[c]3)N(Cl)[N]2)c(Cl)[c]1']",rna,5.61073,5.37005,0.63108,772.52497,1210.78654,51.00628743,12.15302985
8740,hMOF-6004365,[V],"['Cc1cc(C(=O)[O-])ccc1C#Cc1ccc(C(=O)[O-])c(C)c1', 'Cc1cc(-c2nnc(-c3ccc(C(=O)[O-])c(C)c3C)nn2)c(C)cc1C(=O)[O-]']",rna,12.41927,11.16305,0.713822,3208.454456,1898.546977,29.21129126,1.531905705
8741,hMOF-6004369,[V],"['CCCc1cc(C(=O)[O-])c(CCC)cc1C#Cc1ccc(C(=O)[O-])c(CCC)c1', 'CCCc1c(C(=O)[O-])ccc(-c2nnc(-c3ccc(C(=O)[O-])cc3)nn2)c1CCC']",rna,13.86612,12.91617,0.726337,2134.714251,1461.884108,68.83630218,7.112409844
8742,hMOF-6004377,[V],"['O=C([O-])c1cc(O)c(C#Cc2cc(O)c(C(=O)[O-])cc2O)c(O)c1', 'O=C([O-])c1ccc(-c2nnc(-c3ccc(C(=O)[O-])c(O)c3)nn2)c(O)c1']",rna,13.71536,13.22896,0.764299,2573.027036,1545.004907,45.49836765,3.546690098
8743,hMOF-6004385,[V],"['O=C([O-])c1c(F)cc(-c2nnc(-c3c(F)c(F)c(C(=O)[O-])c(F)c3F)nn2)c(F)c1F', 'O=C([O-])c1cc(F)c(N=Nc2c(F)cc(C(=O)[O-])c(F)c2F)c(F)c1']",rna,13.45251,12.41819,0.762188,2145.587251,1545.624797,42.50614146,3.289153266
8744,hMOF-6004386,[V],"['O=C([O-])c1ccc(-c2nnc(-c3cc(F)c(C(=O)[O-])c(F)c3)nn2)c(F)c1F', 'O=C([O-])c1ccc(N=Nc2cc(F)c(C(=O)[O-])c(F)c2F)c(F)c1F']",rna,13.45251,12.41728,0.757966,2283.916315,1550.631795,38.67837915,2.803313755
8745,hMOF-6004387,[V],"['O=C([O-])c1cc(Br)c(N=Nc2ccc(C(=O)[O-])c(Br)c2)c(Br)c1', 'O=C([O-])c1[c][c]c(-c2nnc(-c3[c]cc(C(=O)[O-])c(Br)c3)nn2)[c]c1']",rna,10.92494,9.83496,0.738814,1972.044384,2078.373593,39.16032123,3.139447481
8746,hMOF-6004388,[V],"['O=C([O-])c1c[c]c(N=Nc2ccc(C(=O)[O-])c(Br)c2)c(Br)c1', 'O=C([O-])c1[c][c]c(-c2nnc(-c3[c]cc(C(=O)[O-])c(Br)c3)nn2)[c]c1']",rna,4.91808,3.17486,0.496416,274.332678,578.248438,46.31765292,5.988118174
8747,hMOF-6004390,[V],"['Cc1cc(C(=O)[O-])c(C)cc1N=Nc1ccc(C(=O)[O-])c(C)c1C', 'Cc1cc(-c2nnc(-c3ccc(C(=O)[O-])cc3C)nn2)ccc1C(=O)[O-]']",rna,13.04481,12.39935,0.750906,2451.213529,1517.881925,57.6356154,5.075114809
8748,hMOF-6004395,[V],"['[O]c1c(C(=O)[O-])[c]cc(-c2nnc(-c3cc(O)c(C(=O)[O-])c(O)c3)nn2)c1O', 'O=C([O-])c1cc(O)c(N=Nc2cc(O)c(C(=O)[O-])cc2O)c(O)c1']",rna,13.45238,12.41716,0.765002,2325.733259,1547.024666,52.67555509,4.518602588
8749,hMOF-6004397,[V],"['N#Cc1cc(-c2nnc(-c3cc(C#N)c(C(=O)[O-])cc3C#N)nn2)ccc1C(=O)[O-]', 'N#Cc1cc(C(=O)[O-])ccc1N=Nc1ccc(C(=O)[O-])c(C#N)c1']",rna,13.45251,12.41728,0.767493,2352.222541,1530.426244,55.08703765,4.706421698
8750,hMOF-6004398,[V],"['N#Cc1cc(-c2nnc(-c3ccc(C(=O)[O-])c(C#N)c3C#N)nn2)ccc1C(=O)[O-]', 'N#Cc1cc(C(=O)[O-])c(C#N)cc1N=Nc1ccc(C(=O)[O-])c(C#N)c1']",rna,13.45251,12.41728,0.771258,2270.259172,1520.69164,59.50486208,5.343858692
8751,hMOF-6004400,[V],"['N=Nc1cc(C(=O)[O-])ccc1-c1nnc(-c2ccc(C(=O)[O-])cc2)nn1', 'N=Nc1cc(-c2nnc(-c3cc(N=N)c(C(=O)[O-])c(N=N)c3)nn2)c(N=N)cc1C(=O)[O-]']",rna,11.97773,11.36265,0.703971,3117.132387,1937.690054,27.03327806,1.340258911
8752,hMOF-6004402,[V],"['O=C([O-])c1c(Br)c(-c2c[c]c(Br)c(Br)c2Br)c(C(=O)[O-])c(Br)c1-c1ccc(Br)c(Br)c1', 'O=C([O-])c1[c][c]c(-c2nnc(-c3cc(Br)c(C(=O)[O-])[c]c3Br)nn2)[c][c]1']",rna,4.58508,2.77353,0.41109,237.756269,571.363432,24.38944527,1.660332919
8753,hMOF-6004403,[V],"['Cc1cccc(-c2cc(C(=O)[O-])c(-c3ccc(C)c(C)c3C)c(C)c2C(=O)[O-])c1', 'Cc1cc(C(=O)[O-])ccc1-c1nnc(-c2ccc(C(=O)[O-])c(C)c2C)nn1']",rna,5.75832,4.48556,0.405212,765.493316,831.032071,61.02100367,4.532865201
8754,hMOF-6004413,[V],"['O=C([O-])C=C(F)C(=O)[O-]', 'O=C([O-])c1cc(F)c(-c2nnc(-c3cc(F)c(C(=O)[O-])cc3F)nn2)c(F)c1']",rna,5.49265,4.8663,0.6268,1976.421375,2021.765306,95.66233075,12.28826242
8755,hMOF-6004414,[V],"['O=C([O-])C=C(Cl)C(=O)[O-]', 'O=C([O-])c1ccc(-c2nnc(-c3[c]cc(C(=O)[O-])c(Cl)[c]3)nn2)c(Cl)c1']",rna,5.36607,4.8663,0.665873,1719.333141,1978.637432,101.1437787,14.00087894
8756,hMOF-6004415,[V],"['O=C([O-])C=CC(=O)[O-]', 'O=C([O-])c1c[c]c(-c2nnc(-c3[c]cc(C(=O)[O-])c(Cl)[c]3)nn2)[c]c1']",rna,5.38387,4.86605,0.684198,1745.890108,2009.199636,106.1778349,14.8466238
8757,hMOF-6004416,[V],"['O=C([O-])c1[c][c]c(-c2nnc(-c3ccc(C(=O)[O-])c(Cl)c3Cl)nn2)[c][c]1', 'O=C([O-])C=C(Cl)C(=O)[O-]']",rna,5.64587,4.86846,0.65123,1427.319066,1821.707689,89.43326894,11.51237194
8758,hMOF-6004417,[V],"['O=C([O-])C=CC(=O)[O-]', 'O=C([O-])c1cc(Br)c(-c2nnc(-c3cc(Br)c(C(=O)[O-])c(Br)c3Br)nn2)c(Br)c1Br']",rna,3.80267,2.40751,0.377282,325.783489,535.132331,10.81595615,0.175069154
8759,hMOF-6004419,[V],"['CC(=CC(=O)[O-])C(=O)[O-]', 'Cc1cc(-c2nnc(-c3ccc(C(=O)[O-])c(C)c3C)nn2)c(C)cc1C(=O)[O-]']",rna,5.68231,4.70376,0.610241,1926.78026,1911.631984,110.623907,15.05223921
8760,hMOF-6004420,[V],"['CC(=CC(=O)[O-])C(=O)[O-]', 'Cc1cc(-c2nnc(-c3ccc(C(=O)[O-])cc3C)nn2)c(C)cc1C(=O)[O-]']",rna,6.1491,4.86605,0.614925,2006.093648,1946.586693,110.0470118,14.55689462
8761,hMOF-6004421,[V],"['CC(=CC(=O)[O-])C(=O)[O-]', 'Cc1cc(C(=O)[O-])ccc1-c1nnc(-c2ccc(C(=O)[O-])c(C)c2C)nn1']",rna,5.96761,4.85258,0.602245,1973.971509,1915.417396,108.1576523,14.01835983
8762,hMOF-6004422,[V],"['CCc1cc(-c2nnc(-c3ccc(C(=O)[O-])cc3)nn2)c(CC)cc1C(=O)[O-]', 'O=C([O-])C=CC(=O)[O-]']",rna,5.70883,4.91402,0.558151,1531.830504,1508.239421,97.79507602,11.26233323
8763,hMOF-6004423,[V],"['O=C([O-])C=CC(=O)[O-]', 'CCc1cc(C(=O)[O-])ccc1-c1nnc(-c2ccc(C(=O)[O-])c(CC)c2CC)nn1']",rna,5.42271,4.42474,0.599209,1785.70422,1810.595457,109.3457211,14.9033072
8764,hMOF-6004424,[V],"['CCCC(=CC(=O)[O-])C(=O)[O-]', 'CCCc1cc(-c2nnc(-c3ccc(C(=O)[O-])c(CCC)c3CCC)nn2)c(CCC)cc1C(=O)[O-]']",rna,5.06098,3.99788,0.510084,891.442856,1047.300425,72.01989922,10.42766302
8765,hMOF-6004430,[V],"['O=C([O-])C=C(O)C(=O)[O-]', '[O]c1cc(-c2nnc(-c3ccc(C(=O)[O-])c(O)c3O)nn2)c(O)[c]c1C(=O)[O-]']",rna,5.48462,4.8663,0.643267,1924.35972,1986.587019,105.4110931,14.17702208
8766,hMOF-6004433,[V],"['[O]c1cc(C(=O)[O-])c(O)[c]c1-c1nnc(-c2c(O)cc(C(=O)[O-])c(O)c2O)nn1', 'O=C([O-])C(O)=C(O)C(=O)[O-]']",rna,5.49378,4.8663,0.645517,1792.075167,1939.153249,105.2267941,13.9850481
8767,hMOF-6004434,[V],"['O=C([O-])c1ccc(-c2nnc(-c3ccc(C(=O)[O-])cc3)nn2)cc1', 'N#CC(=CC(=O)[O-])C(=O)[O-]']",rna,5.49915,4.8663,0.621348,2190.490883,2019.641018,97.41626022,12.23735372
8768,hMOF-6004435,[V],"['O=C([O-])C=CC(=O)[O-]', 'N#Cc1cc(-c2nnc(-c3ccc(C(=O)[O-])cc3C#N)nn2)ccc1C(=O)[O-]']",rna,5.4991,4.8663,0.638219,2096.307547,2014.290209,107.6960489,14.23851563
8769,hMOF-6004437,[V],"['CCOC(C(=O)[O-])=C(OCC)C(=O)[O-]', 'O=C([O-])c1ccc(-c2nnc(-c3ccc(C(=O)[O-])cc3)nn2)cc1']",rna,5.64037,4.30838,0.415384,1068.316567,1105.720631,46.29291877,4.166527045
8770,hMOF-6004440,[V],"['O=C([O-])c1cc(F)c(-c2nnc(-c3ccc(C(=O)[O-])c(F)c3)nn2)c(F)c1', 'O=C([O-])[C]C=C[C]C(=O)[O-]']",rna,7.77734,7.16503,0.679304,2200.857041,1840.086446,49.17512759,4.453651834
8771,hMOF-6004441,[V],"['O=C([O-])c1cc(Cl)c(-c2nnc(-c3cc(Cl)c(C(=O)[O-])c(Cl)c3Cl)nn2)cc1Cl', 'O=C([O-])c1[c]cc(-c2nnc(-c3[c]cc(C(=O)[O-])c(Cl)[c]3)nn2)c(Cl)[c]1']",rna,12.01915,11.48263,0.740252,2371.148542,1858.87878,33.17344971,2.21901733
8772,hMOF-6004443,[V],"['O=C([O-])c1[c][c]c(-c2nnc(-c3ccc(C(=O)[O-])c(Cl)c3Cl)nn2)[c][c]1', 'O=C([O-])[C]=CC(Cl)=[C]C(=O)[O-]']",rna,7.51279,6.82626,0.737546,1606.329091,1774.97889,87.14154238,10.30653664
8773,hMOF-6004444,[V],"['O=C([O-])C=CC(Cl)=CC(=O)[O-]', 'O=C([O-])c1ccc(-c2nnc(-c3[c]cc(C(=O)[O-])c(Cl)[c]3)nn2)c(Cl)c1']",rna,7.77734,7.16503,0.703616,1927.316408,1805.15309,75.67152999,8.03093025
